Address,amount
0xe7513e5595a751af9f298ecea7741cdd839dc7d4,8.59508191454182e+25
0x1e3b89056537a181280392cdc3d0d21e6895413f,8.59508191454182e+25
0xf4bdce8601690808643e29f9b01c3b6932aa05e5,8.59508191454182e+25
0x0df444b18cfb7e0fba4d7d00d83e20c74f3de934,8.59508191454182e+25
0xdd45bd79066ce5b3c17794b40bf38059be747ead,8.59508191454182e+25
0xce8a137a8e1252092353933aa8a6da54cdf234f4,8.59508191454182e+25
0xfa90ba5546a90f19566e0e13bf7a268f98929028,8.59508191454182e+25
0xfaf77756463da141006025a92c273c864233dad8,8.59508191454182e+25
0x2ff162e2c62fdc6112d9f304b416fb48bd120b32,8.59508191454182e+25
0xfc3664b6c115edbd998d5fc31c713938817933a2,8.59508191454182e+25
0x5b90d32349bd9bab03e2a8a38be98a628f99f243,8.59508191454182e+25
0x90f0680313bf7e638f4e5455d82efe984fca8c27,8.59508191454182e+25
0xa4007e5deed110fac652323e607c5b8f7f88e5f6,8.59508191454182e+25
0x48f7500bb2ec7757845613aeb7d6d0f0be4df0aa,8.59508191454182e+25
0xfa55b94bdbabfd6ed5ed46d4ec7dde9c8f80178f,8.59508191454182e+25
0x8fbcef7958d17b0390f2d94ba124e5aa8a0183e8,8.59508191454182e+25
0x3d7e23af8de6c01fd57a2c9b5fd1543004d9167f,8.59508191454182e+25
0x86968e48b392f8ca9f08ef439bbc3e1c69481d4f,8.59508191454182e+25
0x07152779f1044bb552e83fb8ea93f0931aa50062,8.59508191454182e+25
0x678ec95da3f585e4b2449d75f6ddad5a062c831d,8.59508191454182e+25
0x21db94192456295dd4bd7136580f1877264faafd,8.59508191454182e+25
0x57480677a177c3d76cea292bc512ec19cc17b42a,8.59508191454182e+25
0x9b4937ddaee4c1b3fc3774d65597ec0e568ecb34,8.59508191454182e+25
0x43865d94333d3dc1637354c9e8ffc16ea93832a6,8.59508191454182e+25
0xc2ca09da0528e49fd271ffe2faf02db7a65a8193,8.59508191454182e+25
0x0766bb96f79815a3369567f70b6b2bf5802de74b,8.59508191454182e+25
0x251c512c5e8bee1528d7a307e11e9ce70244544b,8.59508191454182e+25
0xfd22e70cb42a0fa315c82e0aa95a6dc19f8b4934,8.59508191454182e+25
0xbb468c1ddfe9e50521641d840d6550caa5479343,8.59508191454182e+25
0x483ca9370064ba03200fade3b37603eb8cf464c6,8.59508191454182e+25
0xf1dde926d7127a5ee0753e61544ca5ddc3ba11e7,8.59508191454182e+25
0x2dcfccb66f0ee8ebab6e33ec977355f2415bb80b,8.59508191454182e+25
0xda77fc9dafaa95de16d47859d62b733a58365e45,8.59508191454182e+25
0x62dad688ca940162eb7996c0c5badb7245fce92f,8.59508191454182e+25
0xf04be697bf8e2bfb16467a4d596f97b8e276042d,8.59508191454182e+25
0x4c27ba1c4f44a487031c83818d8d1de62b8088d2,8.59508191454182e+25
0xb45a2dda996c32e93b8c47098e90ed0e7ab18e39,8.59508191454182e+25
0x814c172073efe0fbb8d1fab32c5d375ca2561e92,8.59508191454182e+25
0x6d5694dac7bb3247ac33eeaf273c4de7b6ea30cc,8.59508191454182e+25
0x2a1d621240c51eb57d78664d9da31b61d30e02e8,8.59508191454182e+25
0x9e9c0431eafe5addf548bacfea974ccb550dad45,8.59508191454182e+25
0x4d3b50aff8b96bbffd41e262e2033acad15dbe31,8.59508191454182e+25
0x3e72a3f5fd3af0ad16a2cf8f1df7dae7a44e639e,8.59508191454182e+25
0xe8c5b55e9f54d31aa7c671ae5647477c092fc202,8.59508191454182e+25
0x647f2d899efb7a85521f7c9836db10a939dc4d6f,8.59508191454182e+25
0x35c3d091e2cf902dc09ec25712d67c55e7c61403,8.59508191454182e+25
0x15a570120d67f32132ad34218ad1abaeda717d04,8.59508191454182e+25
0x99e6994dabf7c762b49c15e6599260d4b90698b3,8.59508191454182e+25
0x4ce8bdc18e257db9ea29d11e290dfba99431ddd9,8.59508191454182e+25
0xa669c10569c7cd9f1ec7b7536fa0c9499abda77e,8.59508191454182e+25
0x23cb5c7cd2ceafa8ca2a8fc0cb45aedd34ac9048,8.59508191454182e+25
0x865add835bdff6d817a23062b1a700cd8896dea0,8.59508191454182e+25
0xf3d9281fa183b74f32b96e1c5244596045f4ede8,8.59508191454182e+25
0xbfd6b54875a7aae4eb34579bba1f2a16e9521792,8.59508191454182e+25
0x5dffd11a812579440ff07cf84310ce80f31320cc,8.59508191454182e+25
0x23eb0dc02e55412ba208e38ae05921df85c6ee08,8.59508191454182e+25
0xa36ddf023e07f2197453c028454f3488e52c03c2,8.59508191454182e+25
0x7e82fed4f6a277eb6269cdd3627fe3ca077bf3e2,8.59508191454182e+25
0xbb4aee67138e890ed8e097ae1271471dc46fe0a2,8.59508191454182e+25
0x5bfec9629eec534eb128df9a2e9db7ab4c7b9497,8.59508191454182e+25
0x392ff91c81c50777a62a3ef4e965902d4f2bdc59,8.59508191454182e+25
0xdec3035cf641c64876770e1fddd003237a6a95a4,8.59508191454182e+25
0x3835cbd60da23e58dab78b35e3196eb0bf8a6a5e,8.59508191454182e+25
0x13b4835dba8ce71a1eed38f6571dded6b826fd04,8.59508191454182e+25
0x28521a5b7e439d3b0b8e13c5ca66de26cf6e756c,8.59508191454182e+25
0x07b92243153c0b29f89abf3b512535641d112acb,8.59508191454182e+25
0xa738cf7ee629bc17c7b2511dc9805902d38b9b62,8.59508191454182e+25
0x022ac4a43ee963df4d8e8e52b00ca1dfb13c2673,8.59508191454182e+25
0x7431931094e8bae1ecaa7d0b57d2284e121f760e,8.59508191454182e+25
0x311f8bac66051e1a4c1d643f6b7ef6c063a77876,8.59508191454182e+25
0x248d2f5375135cf82c96fc449a7678963f5ddd11,8.59508191454182e+25
0x00345bb8270bf08b561d0419000f2928e4b97194,8.59508191454182e+25
0xc441c0048b072890cfda307879f623d25d3327a9,8.59508191454182e+25
0x5105240f053ca1577010e35037b90a0e25950678,8.59508191454182e+25
0x89a500ae0097f7f2a124dcdc18d8056bc6d856dc,8.59508191454182e+25
0x499a1b7cd389033ceb0c7a0fadf5161adc068592,8.59508191454182e+25
0x1d1543e40353515392491be333f6b66cf72def90,8.59508191454182e+25
0x70399b85054dd1d94f2264afc8704a3ee308abaf,8.59508191454182e+25
0x4988b2a59c6a50a31d88d165fec9e0f4562ea8f2,8.59508191454182e+25
0xf39fbf3bd9f7bfda4fd5cb30df587c9f6d6abbbe,8.59508191454182e+25
0xa82c807c6905218ec443c726100b06f564453ff2,8.59508191454182e+25
0x206ca1829e53b7f956cf781e180c4f07f23f621f,8.59508191454182e+25
0xb3adfd3c69d166321d87708e8c12abb9e5a7ca45,8.59508191454182e+25
0x1de39e2be1b95df2cf43b20f7a50187581b73257,8.59508191454182e+25
0x64c0defbce4f638cacb872af9411fe7005fd73af,8.59508191454182e+25
0xb2e5a6a8f96ed32d7a8d993c53e22f7e71897755,8.59508191454182e+25
0x24e86fb79428ee7b2797544332014d7fc25af13c,8.59508191454182e+25
0x105c526f817b1d1f3a9e557f311b6c1d84b29575,8.59508191454182e+25
0x54d8ff8ca899f5f5faf2b4a508198bbd1ecb7745,8.59508191454182e+25
0xe8c060f8052e07423f71d445277c61ac5138a2e5,8.59508191454182e+25
0x35bd3902a2ed264f1803f78423e71ee0bd7b189b,8.59508191454182e+25
0x3bbebf87b8db82f59873acd450bca31caf61de12,8.59508191454182e+25
0xe3f161f96495d27c58c982d806553631940e2b25,8.59508191454182e+25
0x6df01853fc014065201d5b9ca57135f76142882d,8.59508191454182e+25
0xf9f65575983c3207363034d62f9b71718704a02a,8.59508191454182e+25
0x028fa7549a8b953dfa10b5200ab41c1f5df5880f,8.59508191454182e+25
0xaa647f877dea58aaa42fff73aa69e6dfc7f824d5,8.59508191454182e+25
0x11f39f91766a385f9161b3aa00b28764297368e1,8.59508191454182e+25
0x1a7ab10712652fec06e439b410ff91fb354bd9d9,8.59508191454182e+25
0x163602eb3d791df010cc826953bc11f3c9fcf50c,8.59508191454182e+25
0x17608b1354c21b5a01f7e88c697c579d945c7527,8.59508191454182e+25
0x483a3b616885ce3b2225b2afafe0cbe47b4be1b9,8.59508191454182e+25
0x1c98db12fcc9375f53113e568f737463010b4565,8.59508191454182e+25
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,8.59508191454182e+25
0x735fb1b51d03b1230321693aaf89e7d08476482e,8.59508191454182e+25
0xc39eb43c4cd0981ac127e6806ce9b968854e6531,8.59508191454182e+25
0x0eccf3295b5dfcfce69044ea157d55dfd0f0b955,8.59508191454182e+25
0xa9fecc5d4136f420413157513545dacb71847b36,8.59508191454182e+25
0x82e180cd2d5ff6c990bb363b7a0f4cfcc7e3238e,8.59508191454182e+25
0x365d32ba0a57a39e5f58662a0c2eec5e4264597d,8.59508191454182e+25
0x1bb3589adc147d1c31338eb8529dadf320c21230,8.59508191454182e+25
0x00e8824dfe1c656ba109cc8ebf5e7357e01bdbfe,8.59508191454182e+25
0xb41a47e6b6f25b5bc34bf052e0172036e2d13497,8.59508191454182e+25
0x524d46ff88a68ecf8bf4dae74b4a89c1169048f7,8.59508191454182e+25
0x098b8c8e17d300233e4893924d226e728e91eeef,8.59508191454182e+25
0x7903b638800a418f50287445d6537160bf6fec1b,8.59508191454182e+25
0x9008d19f58aabd9ed0d60971565aa8510560ab41,8.59508191454182e+25
0xeda029a3b137b5b0cc7c46d6e441bbe943b9be27,8.59508191454182e+25
0xed6a768fb6e7f10079e1b5a465ba7ea6920a8726,8.59508191454182e+25
0x54839ce970b458044311d57b1f36c96c8e6690fb,8.59508191454182e+25
0xe1ecc93ec7cec218fdfda7fb5371fce86395b3f7,8.59508191454182e+25
0xa207e7fc9ea6ab628115fdb64b50a298fb046ebd,8.59508191454182e+25
0x24e337d74dc7370a3d85d847518b03eb4b2ff25d,8.59508191454182e+25
0xb0bababe78a9be0810fadf99dd2ed31ed12568be,8.59508191454182e+25
0xd66e6d6f596e5020c0840fbee40b27892bce8b6e,8.59508191454182e+25
0xdb3aaba1b1b6dff4f2abc6d5e0a39ba2f57abca0,8.59508191454182e+25
0x51710952c8ba54ef84c6f2165c00c56d8605c532,8.59508191454182e+25
0xf7b18e107eb36797f4ce36de756630b9c30969ad,8.59508191454182e+25
0xd02c29b1cf6e4cbd1acc606d0cd2e0d6d47199d5,8.59508191454182e+25
0x64916cd4b15045fd156bc2a6460cd3207638e289,8.59508191454182e+25
0x103a26529c1af467bdf042a2dc31c0e36406c017,8.59508191454182e+25
0x688d940db4b57d8e3cbf815a9f29bb45edc618be,8.59508191454182e+25
0x7a92a9cd2f78abe6e3716eb5cc2ed762ae90c88a,8.59508191454182e+25
0x0b2c7472f67dec15695e64e0d9f2aea09a77dda6,8.59508191454182e+25
0xe01f133f5882a3aae980eb321b3415adfdedf988,8.59508191454182e+25
0xc2e9b37cdc11f913a7ce611e65cfd6f9abe85c58,8.59508191454182e+25
0x0fea9d1fe4daabd49927766130739e9eedca5a5e,8.59508191454182e+25
0xff02673a1057842b23f3137bb596c27e020c0b15,8.59508191454182e+25
0x358efdff791021c8a343fdf373872041229c27c1,8.59508191454182e+25
0x0000000a1da7bafa4540633366789f66572513dd,8.59508191454182e+25
0xa4952e578f427978f3aad3daf61f34de8b98fa13,8.59508191454182e+25
0x27ce72001f38c33160d353c919e78cd61ccbed29,8.59508191454182e+25
0x66f3794178997a12779527b36a2f042e001625af,8.59508191454182e+25
0x845f97e61d7e868b49cf3b980557de0860b11a79,8.59508191454182e+25
0xc875124ff7b7e4dbc7b5780d162d059c2ce49224,8.59508191454182e+25
0xa299842fd0c72ae699b08d0acce721bb738f1fc0,8.59508191454182e+25
0x4437ff6232e662184154a615b4ef441960eb2a25,8.59508191454182e+25
0x31a0c0be9ad4a942d8f8ae06c743526461c4eff0,8.59508191454182e+25
0xa866a77f6cfe409a90851a1017a009f94a25ae2a,8.59508191454182e+25
0x27b36a9aecedee6df3f9dd43b854e15dc783474d,8.59508191454182e+25
0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,8.59508191454182e+25
0x96edec5148d38b7f3cf127125d5e09ca65d79de9,8.59508191454182e+25
0x65101f500d048f935fdb5ac3299ab8f0221a3810,8.59508191454182e+25
0xbca2cf5e09748e38abd5091559ac95968d26b949,8.59508191454182e+25
0x65a2422feac74567e5c22c4e7de4d8955a6d4cc9,8.59508191454182e+25
0x2f2311732721be7de77f5912ef2ad49619be87bb,8.59508191454182e+25
0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00,8.59508191454182e+25
0x812111afc71f1935c8226a8ccfccf5b48d9cb311,8.59508191454182e+25
0x7a7a7d085195717b49a7f1c59c398bc9bcc9d983,8.59508191454182e+25
0x3d61a4ef79afa653e740dbdf286cf17a26478838,8.59508191454182e+25
0xecaf0458e3894d98e844df19825bf221ef63756a,8.59508191454182e+25
0xfcdf99080a08cd4b0d2e503793d7d6aeeca7bcc8,8.59508191454182e+25
0x52af871978edc4d76e814f1aae194d1d4fbbe7fa,8.59508191454182e+25
0xc47ca739c179e8a51fe2713dd038cd87261cadfb,8.59508191454182e+25
0x7f99ec7f26cfbcc08c34fe589d237dd269e5b55e,8.59508191454182e+25
0x76aa569c53e3abb850a572ed07dbee438b93e131,8.59508191454182e+25
0x5f12d8961a99536c8fc756154919c5a405326f92,8.59508191454182e+25
0x0baa5cd5349ee8d5a19611cc666f689fecfd1a75,8.59508191454182e+25
0x8c9a1431dac49a2c0a8778eddc334edda44dc8de,8.59508191454182e+25
0x6407ce6d8d7d6dfb8a35e3c8ac13bddcd76598c2,8.59508191454182e+25
0xc433a0f7585679f7ff010b9bdefff1791dd688f2,8.59508191454182e+25
0xc78f5b9862cb2f715941b55cbc44963a1413a1a5,8.59508191454182e+25
0xaae1c7ea3720866ae6d4c1e2614031d57c8749a9,8.59508191454182e+25
0xd50ebf9f11424df78889778432546818ae2d118a,8.59508191454182e+25
0x59975dfe25845bf9c0eff1102ac650599c3f491a,8.59508191454182e+25
0x9677952f037497d82381fea4dd0712fc86d6b7bc,8.59508191454182e+25
0xc37016f3023d0218718ca22a423d9dd00eb58275,8.59508191454182e+25
0xf2ee11039377dd00a9c611af560d27c7517e9481,8.59508191454182e+25
0x926882f6192d718e3f5ce1ad168c1d3630462924,8.59508191454182e+25
0x0f52c53accb80550341d9e3d7b028bafc5cacec9,8.59508191454182e+25
0x53b9e44cc89d373a8a3dff3dd1b0fa8da22ffe32,8.59508191454182e+25
0x479b0e651693aed68fe42ae60bd5183da253bcda,8.59508191454182e+25
0xab21da17a6ed156b3642234ce27e412ac08a7627,8.59508191454182e+25
0x41f640ff3f224ab74d1a1ad37017811ed3fc6068,8.59508191454182e+25
0x4acba0876cb0d9dd8992abc743333e686b4ef71a,8.59508191454182e+25
0x1a931976c30de6962559d6a8ae55c64efa585be8,8.59508191454182e+25
0xcac2edcd082628ba3ba31b3b74537792550319e6,8.59508191454182e+25
0xae1733c541f4de309d46e65550deed3d19530523,8.59508191454182e+25
0x9578c29daa762d6bc53572e91418dfc68572c56c,8.59508191454182e+25
0xea614d2a450129f27454a7768f728924fd7fefe4,8.59508191454182e+25
0x94b3bf8c354bd1f4ea8afc77a2d069bbc729a763,8.59508191454182e+25
0xd4ff108570ac56c5061862499cf58ef4227072f5,8.59508191454182e+25
0xd48ab39e30a9546fb0729abb215cbce336ac5354,8.59508191454182e+25
0x7e1ee6fbd56b93f09cd5028fedc2e7b574585088,8.59508191454182e+25
0x6a707f671e0b04e1fa662d1112ca5be26319657e,8.59508191454182e+25
0xdbc76fd5f8df857dd64b96d665b9b42009bcc5f7,8.59508191454182e+25
0xd57dfefd81a8196864c545e69467b399943c1fa7,8.59508191454182e+25
0xd9b160eb8f06dc4756231bb79715a00fdff397fa,8.59508191454182e+25
0xce82ffd61f9aad46e99789a8d6af8e4e31ae7a42,8.59508191454182e+25
0x1ad8d183cb74c0b819614c7e4a4d9bee755b8dcf,8.59508191454182e+25
0x16c15e28fca05b67280bbb51b84891e897463fa2,8.59508191454182e+25
0x199538def890cccd1dbc8eddcd790ba2744a46b5,8.59508191454182e+25
0x551bf8b9ec855c39cb52ab891c4f3fd86a94a140,8.59508191454182e+25
0x026247030937744c72544556faa78edbea487265,8.59508191454182e+25
0x46531bed29bc6ee4b72c49e73f6376e312e54a2c,8.59508191454182e+25
0x0000000000007f150bd6f54c40a34d7c3d5e9f56,8.59508191454182e+25
0x26fb232e36905b9cfee607c85a58c6f3c8d43f41,8.59508191454182e+25
0xa8d6b42a88bd1aeb61e6b7dce475c964bd72eb18,8.59508191454182e+25
0x8a4a90ce447bd8048af3aee4fc7375803f99abbc,8.59508191454182e+25
0xf304b6d5dd29a7e684669d4f5f7ca0bd8424cb47,8.59508191454182e+25
0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54,8.59508191454182e+25
0x09261c4afa04fc9e3fa39cbd8137a5423d40b6f2,8.59508191454182e+25
0xdee97140479af20716f6648dcb4c1cef98e60ebf,8.59508191454182e+25
0xacd1c0e1e0a4b4c1dc8c7536c19edba718e33c88,8.59508191454182e+25
0xeefa9cf223b6cfb75cdbb566e53b31e3faf23c1e,8.59508191454182e+25
0x7cc927f4a57dbd8cc29f2cb72c962ef5c5b0f6c2,8.59508191454182e+25
0x4bf2120f90feff1e1f443ad07e542ca6b2f30105,8.59508191454182e+25
0x13ac11b8df077ed8e5f884a06e8f0efa19ce6444,8.59508191454182e+25
0x0bc74481c6a4dcffa2d4fc615a53408eafa50a34,8.59508191454182e+25
0x63210b79366f6c3a0243d0709710d3d56a2c3e48,8.59508191454182e+25
0x7dab4ef4a7c4b57dd58adf98fb6238aec9dfe9e8,8.59508191454182e+25
0xb8a183a5534842062e3d494711574d91e5ca1d8d,8.59508191454182e+25
0x393f6c5abb4fdf73cf467fa4383010d59d62ddfc,8.59508191454182e+25
0x7caa9f43822e288782e3e8797c8a16774c689b3d,8.59508191454182e+25
0x09564716e12eb2ca51f64d07d76aa88b7cdc0283,8.59508191454182e+25
0x6d2bf9c8780b9d25378ae49078e6e907326f0ed6,8.59508191454182e+25
0x2d39f8603b5a8bec658fbe46c601f35dc51930d8,8.59508191454182e+25
0xa4bc91786b7bde176f74627042b7619e37892c18,8.59508191454182e+25
0x9e3e929b47c278312abefa36142f31ab8a0d170f,8.59508191454182e+25
0x60d53bbae24a594eee6d2b92b76af8cf20332ff4,8.59508191454182e+25
0x9c6a48c2c45ece8cf7a431c181ca425a9096ce0c,8.59508191454182e+25
0xf293d139397ec720c0420c44ddcb53cabc6d411a,8.59508191454182e+25
0x48eecbe9051307336d52528ea8dbb7a2cb29a679,8.59508191454182e+25
0xffd3508d66d3686f268a2e96b1a9cae3ddaad5f7,8.59508191454182e+25
0xacfac78bb9e1bb9d0dbcb849d8081a9b7dc2c8d2,8.59508191454182e+25
0x0a4ff6219bafd8bd3174367861eb0f8ffb0df3ec,8.59508191454182e+25
0xb32659fe74a4ceabadeee1b58ef334d499b8ba26,8.59508191454182e+25
0x9cd6140c2de8af7595629bcca099497f0c28b2a9,8.59508191454182e+25
0x55907cf476998d2f58591c6d0a10ecbbe249a8eb,8.59508191454182e+25
0x426ea5f841080373b0e3ec85969dd91fc5683d67,8.59508191454182e+25
0xb7d584820f137867c3966a0f39a9fb3a4e57d413,8.59508191454182e+25
0xfe03a6189bd15ba376be7d28ef6f4e9d484db79e,8.59508191454182e+25
0xe42db7eb9581fdef6f304e3b7c9d38df1c3d2c6a,8.59508191454182e+25
0xd0c31e46c73b386432a3ddf768587df604dd52be,8.59508191454182e+25
0xc319d409a8b297289e2aba17b289c2925f41c857,8.59508191454182e+25
0x87c30fcd4c48ba709444c0d6f32fa72642b0c580,8.59508191454182e+25
0x7871946f95a3b57b20854020e29712ac2719f5d2,8.59508191454182e+25
0xaa464b0d2c94b2afdc7ef42c9a5d40d31daee51a,8.59508191454182e+25
0xb6d19afe6de6c1ab49b964e202ebbf6b8e590a33,8.59508191454182e+25
0xd19d393e91bb2298be9cd035bfa075e3d5b4ce06,8.59508191454182e+25
0x9419ec20d1e8e809cd276b25b31b5735f346db87,8.59508191454182e+25
0x0ecd2e5dfaf2d4ebaf384c71e21430b741b0ff64,8.59508191454182e+25
0xe2a6d2d473ef86e37d47d9e958d763c621040c6d,8.59508191454182e+25
0xfdafa40f25825aebfd2267235b0a9f2192a5c9db,8.59508191454182e+25
0x0d7cbecffeb3e54e09d5d3cb027f1cfb5d337a15,8.59508191454182e+25
0xe45f094ea6c763158f581a8d2f7fe190710c9f40,8.59508191454182e+25
0x2649bd829e37463b27135d6b11ba75fe0fb24108,8.59508191454182e+25
0x9c6e5bceb7729742c69323f24db372836a022258,8.59508191454182e+25
0x62493ecff24c917b6dafcabedb7bd04c21f25489,8.59508191454182e+25
0x8929cf8b9acfb5f1a6156e67ea573a79f16be090,8.59508191454182e+25
